text,tweet_type,lang
"""The death of George Floyd is unacceptable and everyone who participated should be held accountable.""  Riverside-Brookfield High School's principal spoke out about the importance of building towards equity in our society.   @bobskolnik with the story: https://t.co/yXIu0cteba",original,en
Thousands Protest in Paris as George Floyd Outrage Goes Global | Time https://t.co/WC3i4AwgC9,original,en
Texas Southern University has offered George Floyd's daughter Gianna a full scholarship if she chooses to attend the university.   https://t.co/3p5C8fAy3v,original,en
"These Twin Cities Dance Orgs Are Protesting Police Brutality‰ÛÓand Fighting for Their Spaces  ""Right after Memorial Day, we said, 'OK, no rehearsal,' and we showed up at the protest at 38th and Chicago."" ‰ÛÓTwin Cities-based choreographer Ananya Chatterjea, https://t.co/3jvSMUHNgy",original,en
"@BoydKRutherford, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/fUUd2C0ULV)  #BlackLivesMatter",original,en
"@GovLarryHogan, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/fUUd2C0ULV)  #BlackLivesMatter",original,en
Everyone needs to watch 13th (it‰Ûªs now on YT). If you are dismissing the anti-police brutality and anti-racism movement you are vile and disgusting. Have some humanity. #BLM https://t.co/RlWnDc9tWC,original,en
"@SenatorCardin, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/fUUd2C0ULV)  #BlackLivesMatter",original,en
"Justice should be about ensuring incidents like Breanna Taylor and George Floyd never happen in the first place, not begging for accountability for the police officers after the fact",original,en
If only @paulgazelka was as passionate about protecting black lives as he is about an inanimate Christopher Columbus statue.  Where are all your statements calling for an end to police brutality and racism and showing what you plan to do about that?  #mnleg #blacklivesmatter,original,en
"Stand in global solidarity with #BlackLivesMatter! #Enoughisenough, join the fight to end police brutality and liberate Black people. No one is free until we are all free. #Icantbreathe #silenceisviolence https://t.co/nGD6PgxHpK",original,en
George Floyd's 2nd-Grade Teacher Kept His Essay On His Dream Of Bringing Justice To The World https://t.co/f88cif6wif,original,en
"Contradicting Impotent Impeached Trump, Barr Says Bunker Visit Was for Safety, Not an ‰Û÷Inspection‰Ûª https://t.co/NGyOz7Ngag",original,en
Them people trawling through page 37 of google to find a white man killed by a police officer to use as a counter argument for #BLM. Beyond gone. Poor buggers mate,original,en
"Fox News host compares treatment of President Trump to George Floyd Oh shut up ‰_@seanhannity‰©! Fearless leader is a rich white man who is also a racist, white supremacist and just a disgusting human being. And so are you... https://t.co/Ih67iMmLWJ",original,en
"Let every free man kneel on one knee all over the world in honor of the martyr of freedom, George Floyd_ÙÕÜ",original,en
I see you journalists writing about the ‰ÛÏdeath of George Floyd while in police custody‰Û ... no bitch. The murder of George Floyd by @MinneapolisPD is the correct wording. Stop using these calm ass blame free phrases. Y‰Ûªall culprits too... fucc y‰Ûªall,original,en
via @NYTimes ‰_@realDonaldTrump‰© Stop spreading false claims for your fragile presidency And corrupt means to win reelection illegitimately. https://t.co/OkCkTl6xOu,original,en
"Yes, defund the police. For those that are afraid that crime would skyrocket, consider funding cheap/free education &amp; healthcare for all. Provide more jobs &amp; easier employment options. Crime is born from fear, desperation, ignorance, &amp; lack of options. #DefundThePolice #blm",original,en
Arrest the police officers who murdered Breonna Taylor now and hold every person accountable who allowed for this massive injustice to happen! #BlackLivesMatter #JusticeForBreonnaTaylor #BreonnaTaylor  https://t.co/IdOtjU7i6u,original,en
"What began with the death of an unarmed black man in police custody has led to a movement against racism that has spread around the world.  Oscar Smallwood told us about his close friend George Floyd, whose name will be remembered for sparking a global change.  #BlackLivesMatter https://t.co/7BxWP1J7Mi",original,en
"Here‰Ûªs the problem summed up. Two racist shits mock the murder of another human. For starters, fuck you.   One is a FedEx employee. He‰Ûªs fired. Good. Second is a corrections officer. He‰Ûªs only suspended. He keeps his job while a bullshit review happens.  https://t.co/ITuLzzODiU",original,en
"George Floyd Mural Florence South Carolina thanks narzhio_theartist81 for the phenomenal art! @ Florence, South Carolina https://t.co/Po0SUefL4a",original,en
The highlands is having a prayer and solidarity for George Floyd today @ 6! _ÙÕÇ_ÙÕÇ_ÙÕÐ_ÙÕÐ_ÙÕÐ_ÙÕÐ_ÙÕÇ_ÙÕÇ_ÙÕÇ_ÙÕÇ,original,en
"Another victory! _ÙªÎ_Ù÷  Microsoft won‰Ûªt sell police its facial-recognition technology, following similar moves by Amazon and IBM. #Microsoft #BlackLivesMatter #FacialRecognitionTechnology   https://t.co/ldxkySxy90",original,en
Zimbabwe to rename US embassy road after George Floyd? https://t.co/VtIqn3dU8f via @Bulawayo24News,original,en
"Like us, Derek Chauvin took an oath to hold the sanctity of life most precious,‰Û the officers wrote. ‰ÛÏDerek Chauvin failed as a human and stripped George Floyd of his dignity and life. This is not who we are.‰Û' #GeorgeFloyd #PoliceViolence #Minneapolis https://t.co/M9vyFvQx0v",original,en
"Imagine that, a totally made up plotline by the usually so honest @realDonaldTrump and his merry band of enablers. Anyone who actually believes him at this point is lost for good.  #TrumpMeltdown  Federal Arrests Show No Sign that Antifa Plotted Protests https://t.co/lRFnrAytPV",original,en
"SmileChild is at a loss for words after being witness to the horrific deaths of George Floyd, Breonna Taylor, Ahmaud Arbery, and all African Americans who have had their lives taken by an unjust and racially unaware police force.",original,en
Texas Southern University Offers George Floyd‰Ûªs 6-Year-Old Daughter A Full Scholarship https://t.co/oHeNb0hE0d,original,en
"Asian people, Black people, White people, Hispanic people are all the same. We are all human beings, we all bleed the same colour.  Why can't we all just get along?  What happen to George Floyd was disgusting &amp; the officer on his neck deserves life in prison.   Enough is enough.",original,en
Let's rethink the way we keep our communities safe. Defund Toronto Police Services - Sign the Petition! https://t.co/nnlrOPpfra via @CdnChange #blacklivesmatter #morethantenpercent,original,en
Violent for no reason? We‰Ûªd listen if it was peaceful? Okay. Ima make a very short list of cases I know of people dying by the police. Oscar Grant. Eric Garner. George Floyd. Breonna Taylor. Dontae Martin. Cory Jones. Randy Evens. Micheal Brown. Laquan McDonald. Sean Monterrosa.,original,en
Is the media checking on the health of #MartinGugino the old  Peace activist who was shoved to the ground by Buffalo police ? #Blacklivesmatter the poor guy already suffers from  cancer means his recovery will not be easy #prayers for him _ÙÎá_ÙÎá_ÙÎá_ÙÎá,original,en
George Floyd's 6-year-old daughter opens up about her dad l GMA https://t.co/2C4qnHgEHT via @YouTube,original,en
Today BPHC joined healthcare workers across the state to take a knee and honor George Floyd and the far too many other black lives we have lost. #BlackLivesMatter https://t.co/5rLuAnJbYg,original,en
"Following the murder of George Floyd in America, it‰Ûªs important to remember that the UK is not innocent. All proceeds from this shirt will be split between the Stephen Lawrence Charitable Trust‰Û_ https://t.co/Lmhd4lRYpv",original,en
"More than 1,200 ex-Justice Department workers want Barr investigated after George Floyd protests https://t.co/GQoE6YS3ow",original,en
"@OhioAuditor, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/V2DlWKQtCA)  #BlackLivesMatter",original,en
"The murder of George Floyd and the brutal responses across the country mandates more than ‰Û÷thoughts and prayers‰Ûª types of policy changes.   50A repeal was a good start for NYS, but does transparency matter if bad cops can‰Ûªt be swiftly held accountable?   https://t.co/WVx1T6BSQW https://t.co/dTUcrsp8Uy",original,en
"@OhioAG, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/V2DlWKQtCA)  #BlackLivesMatter",original,en
The world knows George Floyd from the video of his death. Read about his life and remember that he should still be alive today.  https://t.co/Pjy2SeEah9,original,en
"Top story: @SkySportsNews: 'As the clock hits 8:46 in Texas, golf pays tribute to George Floyd with a minute's silence at the Charles Schwab Challenge ' https://t.co/UzkzakvAGt, see more https://t.co/QkaM7DeQud",original,en
"@LtGovHusted, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/V2DlWKQtCA)  #BlackLivesMatter",original,en
Privilege And The George FloydåÊMurders https://t.co/L2dflOfJrc,original,en
Excited to share the latest addition to my #etsy shop: End Police Brutality Black Lives Matter Snapback Hat https://t.co/3LP2kpQY3y #birthday #military #policebrutality #blm #abuseofpower #blmshirt #apparael #allyshirt #blacklivesmatter https://t.co/0ZvXJwoTAt,original,en
"@MikeDeWine, We want to see real action. What are you doing to protect your Black constituents from police brutality?  (Hint) Adding another recruitment office to ‰ÛÏdiversify‰Û the police force is not what is needed (via https://t.co/V2DlWKQtCA)  #BlackLivesMatter",original,en
All of the officers involved in the death of George Floyd are really about to be out on bail. I‰Ûªm so disgusted.,original,en
I hate my country. The only BLM newscoverage we have today is one of George Floyd‰Ûªs killers being released and a small group of black men ‰ÛÏharassing‰Û a cop for holding down their friend. Racist ass country. Use your news outlets to educate wtf,original,en
Candlelight Vigil for George Floyd _Ù_ #RestInPeace https://t.co/Ct174CAKCC,original,en
"Tribute to George Floyd by a painter in Pakistan. He painted his face at the back of a truck, which is a popular practice in Pakistan. Good gesture https://t.co/Srv7noAvXw",original,en
"In ~20 mins, we will be observing 9 moments of silence &amp; reflection for George Floyd and so many other names that shouldn‰Ûªt take more than 280 characters to fit in a tweet. Shouldn‰Ûªt even be one. I ask any &amp; all to respectfully join me @ 1pm central on https://t.co/k309eFudkH ‰£•ü https://t.co/99Up0oGB7O",original,en
"Supporting Black Lives Matter, Vancouver Pride to challenge civic requirement for police at public events #BLM #LGBT #Pride #vanpoli #Vancouver https://t.co/3OA06YyuvW",original,en
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! https://t.co/Y6yKfLw0Zg via @Change,original,en
"@RepSteveStivers, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/V2DlWKQtCA)  #BlackLivesMatter",original,en
"@ICRicardoLara, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/FWwKtWAya1)  #BlackLivesMatter",original,en
"Here‰Ûªs how to help, even if you can‰Ûªt march.  https://t.co/uQpBGBWx7w",original,en
